"Music","Slow.songs.or.fast.songs","Dance","Folk","Country","Classical.music","Musical","Pop","Rock","Metal.or.Hardrock","Punk","Hiphop..Rap","Reggae..Ska","Swing..Jazz","Rock.n.roll","Alternative","Latino","Techno..Trance","Opera","Movies","Horror","Thriller","Comedy","Romantic","Sci.fi","War","Fantasy.Fairy.tales","Animated","Documentary","Western","Action","History","Psychology","Politics","Mathematics","Physics","Internet","PC","Economy.Management","Biology","Chemistry","Reading","Geography","Foreign.languages","Medicine","Law","Cars","Art.exhibitions","Religion","Countryside..outdoors","Dancing","Musical.instruments","Writing","Passive.sport","Active.sport","Gardening","Celebrities","Shopping","Science.and.technology","Theatre","Fun.with.friends","Adrenaline.sports","Pets","Flying","Storm","Darkness","Heights","Spiders","Snakes","Rats","Ageing","Dangerous.dogs","Fear.of.public.speaking","Smoking","Alcohol","Healthy.eating","Daily.events","Prioritising.workload","Writing.notes","Workaholism","Thinking.ahead","Final.judgement","Reliability","Keeping.promises","Loss.of.interest","Friends.versus.money","Funniness","Fake","Criminal.damage","Decision.making","Elections","Self.criticism","Judgment.calls","Hypochondria","Empathy","Eating.to.survive","Giving","Compassion.to.animals","Borrowed.stuff","Loneliness","Cheating.in.school","Health","Changing.the.past","God","Dreams","Charity","Number.of.friends","Punctuality","Lying","Waiting","New.environment","Mood.swings","Appearence.and.gestures","Socializing","Achievements","Responding.to.a.serious.letter","Children","Assertiveness","Getting.angry","Knowing.the.right.people","Public.speaking","Unpopularity","Life.struggles","Happiness.in.life","Energy.levels","Small...big.dogs","Personality","Finding.lost.valuables","Getting.up","Interests.or.hobbies","Parents_.advice","Questionnaires.or.polls","Internet.usage","Finances","Shopping.centres","Branded.clothing","Entertainment.spending","Spending.on.looks","Spending.on.gadgets","Spending.on.healthy.eating","Age","Height","Weight","Number.of.siblings","Gender","Left...right.handed","Education","Only.child","Village...town","House...block.of.flats","Recoded Age_1"
5,2,2,1,2,2,1,4,5,5,3,2,3,5,5,3,3,1,2,5,2,3,5,3,3,2,5,5,3,2,4,5,3,3,2,2,5,3,5,3,2,5,4,4,2,3,1,3,1,4,1,1,1,5,1,1,3,2,2,5,5,2,4,3,1,4,3,4,4,3,4,2,3,4,3,4,4,2,1,2,2,5,3,4,2,3,3,3,2,2,5,4,3,1,5,1,1,4,2,4,3,4,5,3,4,2,3,1,3,3,3,3,3,3,4,4,5,2,1,4,3,5,5,3,3,4,3,5,4,3,4,5,3,2,3,3,2,2,3,5,21,165,60,2,1,2,4,1,1,2,2
5,2,1,3,2,3,3,3,4,4,3,1,2,1,4,3,3,1,1,4,5,2,3,2,1,1,3,3,3,1,2,1,1,4,1,1,4,2,4,1,1,4,3,2,1,1,2,3,2,2,3,1,1,3,1,1,1,2,3,5,4,3,4,1,1,4,5,5,2,1,1,3,2,1,1,1,3,2,1,1,1,3,4,4,4,4,1,1,2,2,3,1,5,1,2,3,2,5,2,3,3,1,3,1,2,2,3,3,2,5,4,4,3,2,3,3,1,5,4,4,4,3,4,3,3,4,3,4,5,2,1,1,4,4,1,2,3,1,4,2,21,165,55,1,1,2,3,2,1,1,2
5,5,2,1,1,1,1,1,5,5,4,5,2,1,4,2,1,2,1,5,4,5,4,1,4,4,1,1,4,3,5,4,1,2,1,1,5,5,2,1,1,2,2,4,1,1,2,1,1,3,1,1,1,2,1,1,2,1,3,1,3,1,5,5,3,1,5,3,5,3,1,3,3,4,3,1,3,1,1,1,2,1,2,3,1,1,2,3,4,2,3,2,4,1,2,2,1,3,2,2,4,1,2,1,3,1,3,3,2,3,2,2,2,3,1,3,3,4,3,1,4,2,1,2,3,3,3,1,4,3,1,1,4,3,2,3,1,2,3,2,21,172,80,0,2,2,3,2,1,2,2
5,3,3,1,2,3,1,4,4,1,1,4,1,1,1,4,1,2,1,5,1,1,5,5,1,2,5,5,2,1,2,1,3,5,1,1,3,2,4,1,1,3,2,5,1,4,1,2,1,2,3,1,2,3,3,1,4,3,2,4,5,3,2,2,2,2,1,3,3,3,2,4,3,2,3,3,4,4,3,3,4,1,4,4,2,5,3,2,3,3,5,5,4,2,5,3,1,3,4,4,3,4,3,1,3,2,3,2,1,3,4,4,4,2,4,3,4,5,2,5,5,3,5,3,3,1,4,2,3,4,3,1,3,4,4,2,2,3,4,4,21,173,55,0,1,2,3,2,1,1,2
5,5,4,3,2,3,3,4,1,1,2,3,1,1,3,2,2,3,1,5,2,3,5,2,3,1,4,2,4,1,4,2,3,1,2,2,4,2,1,5,3,1,5,4,5,1,3,1,1,4,2,1,2,5,4,5,3,3,3,1,5,2,5,2,1,2,5,1,4,2,2,3,2,4,3,3,3,5,4,5,4,3,5,5,3,4,3,4,2,5,2,3,5,3,4,4,1,5,5,3,2,5,1,1,3,1,2,3,1,1,2,2,4,2,1,1,2,2,1,2,2,4,2,4,2,3,4,1,2,2,3,5,3,5,4,2,3,1,1,5,21,185,72,1,2,2,3,1,2,2,2
5,3,2,1,1,1,1,2,2,1,4,2,2,1,2,5,1,2,1,5,4,4,3,3,4,3,1,2,5,1,2,4,4,5,4,1,3,1,2,3,3,5,4,4,2,5,1,5,4,1,1,1,3,1,1,1,2,4,3,1,2,1,1,2,1,1,3,5,5,5,4,5,5,2,1,3,4,4,4,5,3,1,3,4,5,2,1,1,5,5,5,5,4,3,3,1,1,2,5,5,5,1,5,4,3,3,1,2,3,1,1,5,3,1,3,3,2,5,5,4,5,3,3,2,2,1,2,1,1,4,2,4,4,2,4,3,3,4,4,1,22,172,59,1,1,2,4,2,1,2,2
5,3,2,1,1,2,3,4,5,2,5,3,4,4,4,4,1,1,1,4,1,3,5,4,1,1,5,5,3,1,4,2,5,1,1,1,4,2,3,2,1,4,1,3,1,1,1,4,2,3,1,1,5,3,1,5,5,5,2,4,5,1,5,5,5,3,3,2,5,1,5,5,3,1,3,1,4,5,5,2,5,5,5,4,1,5,4,1,4,5,5,5,5,5,5,1,5,5,4,2,1,5,1,5,4,3,5,2,3,3,1,4,4,1,4,5,5,1,4,2,3,3,5,5,4,1,4,3,1,2,4,3,4,5,3,1,5,5,1,4,22,175,57,1,1,2,4,1,1,1,2
5,3,3,2,3,3,3,4,4,1,2,2,1,1,3,2,3,3,2,5,2,3,5,4,4,2,4,5,5,3,3,3,4,2,1,1,4,3,3,3,2,2,3,3,3,2,2,1,4,4,3,2,1,3,3,1,1,1,3,2,5,2,5,1,2,1,1,5,5,3,1,3,3,4,3,3,2,3,1,2,3,5,4,3,1,3,3,3,1,5,5,1,3,2,4,3,3,5,4,3,3,3,3,5,3,2,2,2,2,4,3,3,3,3,2,4,5,3,1,2,3,3,4,3,4,3,4,2,4,3,3,2,3,5,2,1,2,2,4,4,22,167,70,1,1,2,4,1,1,2,2
5,5,5,5,4,5,3,4,4,3,2,2,1,3,5,3,5,2,2,5,3,2,5,4,2,5,5,5,5,2,1,3,3,1,2,3,5,2,1,5,5,4,3,3,2,1,4,2,4,5,3,2,2,4,5,5,4,4,3,1,4,4,5,1,1,1,1,1,2,1,2,2,3,4,3,3,3,4,4,4,5,4,4,4,3,5,5,2,1,4,5,5,4,2,4,3,4,5,5,4,5,2,3,5,4,3,4,2,2,4,4,4,3,3,3,3,5,4,2,4,5,3,4,4,3,5,4,3,4,5,5,4,3,5,4,4,4,4,4,3,22,165,63,1,1,1,4,1,1,2,2
4,3,4,1,3,2,3,5,3,1,1,3,3,2,1,1,5,1,2,4,1,1,5,5,2,2,5,5,4,1,1,4,4,2,2,2,3,2,2,2,2,5,5,4,1,1,3,4,1,5,4,1,2,3,1,3,1,2,1,3,4,2,1,1,1,1,1,2,5,3,1,3,2,4,3,3,3,3,4,3,4,4,4,5,2,3,1,2,1,4,4,2,3,1,5,2,3,4,5,2,3,2,3,5,3,2,3,1,2,3,3,4,3,3,2,1,4,4,3,3,4,3,4,4,4,3,3,3,3,3,3,2,2,4,3,3,2,2,2,2,22,177,80,1,1,2,3,1,1,1,2
5,4,2,1,2,3,1,3,4,3,5,3,3,4,5,5,1,4,3,5,5,3,3,3,4,3,3,2,3,1,3,4,4,5,1,1,3,3,2,1,1,5,5,3,1,3,1,4,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,5,1,1,4,2,3,1,1,2,5,1,1,3,5,4,4,4,4,1,5,4,5,3,4,5,1,1,5,4,1,4,1,2,1,1,5,3,5,4,4,4,4,2,2,2,1,2,1,3,4,2,3,5,3,5,1,2,5,5,2,3,3,3,3,3,5,5,3,3,3,1,4,3,3,2,2,4,22,178,74,1,2,2,4,1,1,1,2
5,4,3,1,3,2,1,2,3,1,2,5,4,3,3,1,3,5,1,5,4,5,3,2,4,5,3,3,4,3,4,4,2,3,2,2,4,3,4,1,1,2,3,3,2,4,5,3,3,3,1,1,1,5,5,1,2,3,4,2,5,5,3,3,2,2,4,3,4,3,2,3,3,4,3,4,4,3,3,3,3,1,5,4,3,4,3,2,4,3,3,2,4,1,2,1,3,3,4,2,5,3,1,3,3,2,5,1,2,4,4,3,5,2,3,1,3,4,2,3,3,3,1,4,4,3,3,4,4,5,3,3,3,3,2,5,3,4,4,5,22,180,78,2,2,2,4,1,1,1,2
5,3,2,1,4,5,3,2,1,1,1,5,4,1,1,1,1,2,4,5,1,1,5,1,4,5,3,1,4,5,5,4,3,5,1,1,4,3,4,1,1,1,4,5,1,3,5,3,2,5,1,5,3,2,5,1,1,3,2,2,4,4,3,5,5,1,4,3,4,3,3,5,2,4,3,3,5,5,4,4,5,5,5,5,1,1,1,1,5,4,5,5,5,1,1,5,1,4,5,3,2,2,3,5,3,3,2,1,2,2,4,5,4,2,2,3,4,4,3,4,4,4,1,3,2,1,3,1,1,1,4,3,3,5,2,5,1,5,1,1,22,190,80,1,2,2,5,1,1,1,2
5,4,4,1,2,3,3,5,4,2,3,4,4,3,4,3,5,3,3,5,4,3,5,3,5,3,5,4,4,3,5,3,2,1,1,2,5,5,4,1,2,2,3,4,1,4,5,3,2,3,5,1,1,4,5,1,2,3,5,2,5,4,2,1,1,2,2,1,1,1,1,4,1,4,3,3,3,3,3,4,4,3,4,4,3,4,3,1,3,3,4,3,4,1,4,2,3,4,5,3,2,2,2,1,3,2,5,2,2,2,5,2,4,4,4,1,4,4,2,4,2,3,2,4,5,1,4,4,4,5,3,1,3,3,1,4,3,2,3,3,22,177,80,1,2,2,3,1,1,1,2
5,3,5,1,2,4,4,5,5,3,1,3,2,4,3,1,5,5,3,5,3,5,5,5,1,1,5,5,5,1,5,3,2,1,1,1,5,3,3,5,3,2,2,4,5,5,4,3,1,5,3,1,1,3,1,3,1,3,3,5,5,5,5,3,4,5,3,5,4,4,3,3,3,2,3,3,1,3,5,3,3,3,5,4,1,3,5,2,2,2,5,1,4,1,5,1,5,5,5,2,5,5,5,4,3,3,4,1,2,3,5,5,5,3,3,1,5,5,5,3,3,3,5,3,4,1,3,4,5,3,2,3,3,3,3,1,3,5,5,5,22,163,53,2,1,2,3,1,1,1,2
5,2,3,3,5,5,3,3,4,4,1,1,1,2,3,3,2,4,3,5,3,3,5,4,3,5,5,5,3,3,3,4,3,1,5,5,5,5,3,2,2,2,3,3,3,2,3,5,1,5,2,4,1,4,4,2,2,4,5,5,4,3,1,2,3,4,5,2,4,4,1,4,3,4,3,3,2,1,2,4,3,2,4,5,3,4,4,3,4,3,1,4,5,3,3,2,4,4,5,3,1,3,1,4,3,3,4,3,2,2,3,3,3,1,3,5,4,3,3,3,4,5,2,3,3,2,3,3,5,4,2,3,4,2,4,4,4,2,5,4,22,159,53,2,2,2,4,1,1,1,2
5,3,3,2,1,4,3,3,5,3,3,1,2,4,4,4,2,1,3,5,1,4,4,3,2,3,3,3,3,3,3,3,3,3,1,1,3,1,2,2,1,4,3,4,2,2,1,4,3,3,2,1,1,2,2,1,3,3,1,4,4,1,2,3,3,2,3,2,3,5,4,5,3,4,3,3,4,3,2,3,4,4,4,4,2,5,4,3,2,5,5,4,3,4,5,4,2,5,5,3,3,4,3,5,3,3,3,2,3,2,3,3,4,2,3,3,5,5,5,3,4,5,5,3,3,1,3,4,3,3,4,2,3,4,2,2,2,3,3,3,22,156,50,2,1,2,5,1,2,2,2
3,5,5,1,1,1,1,3,5,2,1,1,3,2,2,5,5,3,1,3,3,3,2,2,5,5,1,3,5,3,5,1,1,1,1,2,3,4,1,2,1,3,5,5,2,1,1,3,1,5,1,1,1,5,5,1,1,3,5,1,5,5,1,1,1,1,3,5,1,1,3,3,1,2,1,4,1,1,2,2,3,3,5,5,3,3,4,2,1,3,1,5,5,3,5,3,1,5,3,5,5,3,2,5,3,1,4,3,4,5,5,5,5,3,2,3,4,3,1,3,2,2,1,3,3,3,4,3,5,5,1,2,3,3,4,4,3,1,1,5,22,187,70,1,2,2,3,1,2,2,2
5,5,5,2,2,3,4,5,1,1,1,5,5,4,3,2,5,4,4,5,1,5,5,5,4,4,2,5,5,4,4,5,4,4,2,2,5,5,2,2,1,5,5,5,2,4,5,2,5,4,4,4,1,5,3,1,4,4,5,4,5,2,1,1,1,1,1,4,4,1,4,2,1,4,1,4,5,4,1,4,5,5,5,2,5,5,4,2,1,1,5,5,5,1,5,1,1,1,2,2,4,4,1,5,3,1,2,3,2,1,5,3,5,5,4,4,2,4,2,4,2,4,2,5,4,1,4,4,1,4,5,1,3,4,5,1,5,5,5,5,22,185,80,0,2,2,3,2,1,2,2
5,3,4,3,2,5,3,3,4,2,2,3,3,4,4,5,2,4,4,4,1,2,4,4,2,2,5,4,4,2,4,3,4,1,1,1,4,1,1,3,2,5,3,5,3,2,1,5,3,5,3,2,4,1,3,2,2,2,3,4,5,3,1,2,2,2,3,5,4,5,1,5,5,4,3,3,2,1,3,2,2,3,2,4,2,5,3,4,5,2,1,4,4,4,5,4,2,5,4,5,5,2,5,5,2,3,5,3,1,2,4,5,5,2,2,4,2,2,4,3,5,5,5,2,2,3,2,4,5,3,3,1,4,2,2,1,2,2,3,3,22,166,56,1,1,2,4,1,2,2,2
5,2,2,2,3,4,4,3,5,5,3,1,2,4,4,3,1,1,4,5,2,4,4,3,4,2,2,2,3,1,4,2,3,4,3,3,4,4,5,2,2,4,4,4,2,1,3,3,1,4,1,1,1,5,4,1,2,3,5,3,5,3,1,2,1,2,1,5,2,1,3,3,3,4,2,4,5,2,1,2,3,2,5,5,3,3,4,2,2,5,5,5,4,3,4,1,5,4,4,2,1,3,1,1,4,2,3,1,2,2,3,3,4,1,2,4,2,4,2,3,5,3,2,4,4,3,3,5,1,3,3,3,3,3,3,2,5,3,2,4,22,177,61,1,1,2,3,1,1,1,2
5,5,3,1,1,2,1,4,3,2,1,1,1,1,1,3,1,5,1,4,5,5,3,3,5,3,2,2,4,1,3,5,5,3,1,1,5,3,3,3,3,2,2,2,2,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,3,1,1,3,3,2,4,4,3,2,2,3,4,1,3,4,2,3,1,2,5,5,2,3,5,1,2,4,5,3,1,5,5,1,5,2,2,4,4,4,5,4,3,5,4,1,1,1,2,3,3,5,5,3,3,3,2,3,5,2,3,3,1,2,2,4,3,1,1,2,4,3,4,3,3,3,4,3,2,4,22,184,71,1,2,2,3,1,1,1,2
5,3,2,3,3,4,4,2,5,5,5,2,4,4,4,4,2,1,3,3,3,3,4,2,5,4,3,4,5,3,3,5,4,4,3,3,5,5,2,2,2,2,5,4,2,3,2,2,1,4,1,1,5,5,2,1,1,1,5,3,5,2,3,3,1,3,2,1,1,1,4,4,5,4,3,4,5,5,3,5,5,1,5,5,1,3,4,1,5,4,4,5,3,1,4,2,2,3,5,5,5,5,3,3,3,3,1,2,2,3,3,3,4,2,4,2,3,1,4,3,5,3,4,3,2,3,3,3,3,2,4,3,4,4,1,1,1,1,3,5,22,191,85,1,2,2,3,1,2,2,2
5,3,3,2,1,1,1,3,5,5,3,2,4,3,5,4,1,2,1,5,3,2,4,3,4,3,3,4,3,2,4,1,1,1,5,4,5,5,4,1,2,1,1,3,1,2,5,3,1,5,2,2,1,1,5,1,1,3,4,3,4,3,4,2,1,1,3,1,1,1,1,1,1,2,3,4,3,3,2,5,2,1,3,4,1,5,4,1,4,2,4,3,4,1,4,1,2,1,3,2,5,2,2,2,4,2,3,1,3,4,4,2,3,4,2,2,4,5,2,2,2,4,2,4,5,4,3,4,2,5,4,3,2,4,2,2,2,2,3,4,22,178,80,2,2,2,4,2,2,1,2
4,3,1,2,2,5,2,1,1,2,1,1,1,4,1,1,1,4,5,4,4,4,4,2,4,5,4,5,5,2,4,5,5,3,2,2,5,3,2,4,2,2,2,4,3,3,1,4,4,5,3,4,2,2,3,2,1,4,4,2,3,4,4,2,2,4,2,5,1,1,3,5,2,4,2,3,2,2,2,3,5,2,5,4,2,3,2,3,4,3,4,4,5,3,5,3,2,2,5,2,2,5,1,3,3,3,1,1,2,5,5,1,5,1,1,2,5,5,2,4,5,4,4,3,5,3,4,3,4,5,3,4,3,5,3,5,2,3,3,5,22,182,75,1,2,2,3,1,1,1,2
5,3,1,2,2,2,1,4,3,2,2,1,1,2,1,5,1,5,1,4,2,4,4,1,2,2,2,2,2,1,3,5,3,1,1,1,5,2,1,1,1,3,2,2,1,1,1,2,1,2,1,1,3,2,1,1,2,1,2,1,2,3,2,2,1,1,1,1,1,1,1,4,3,3,3,1,4,3,3,3,4,1,4,4,1,2,4,5,5,4,4,5,2,1,5,4,1,4,5,5,2,1,5,2,1,1,1,2,2,1,1,5,2,1,1,2,1,5,5,4,4,5,5,1,1,5,1,2,4,1,3,3,3,2,1,1,2,1,1,1,22,183,80,1,1,2,4,1,1,1,2
5,3,3,2,3,1,4,2,2,1,1,3,2,2,1,1,3,1,1,5,4,4,5,5,1,3,3,2,1,1,1,2,1,1,1,1,4,2,4,1,1,1,4,3,1,1,3,1,1,5,5,1,1,5,1,1,2,4,1,4,5,1,4,1,4,4,2,4,4,4,2,4,4,4,3,3,2,2,2,3,3,1,2,4,4,4,3,1,4,5,5,4,4,4,5,1,3,5,3,3,5,5,4,3,3,1,3,1,2,3,3,4,5,5,4,4,5,3,4,5,4,3,4,3,4,3,3,1,5,4,4,3,3,3,3,3,1,4,1,4,22,160,47,0,1,2,4,2,1,1,2
5,3,3,2,1,4,5,3,5,2,3,3,4,5,3,5,4,2,1,5,1,1,5,5,2,3,4,5,5,1,2,3,2,1,1,2,3,1,3,5,4,5,5,5,5,3,1,4,1,5,5,2,1,2,5,3,3,4,3,4,5,4,1,1,2,4,4,2,2,1,5,1,3,2,1,3,1,1,5,5,2,1,4,1,1,4,4,3,1,3,4,4,4,1,4,1,1,3,3,3,5,4,4,2,4,3,2,3,1,3,3,2,3,3,3,5,4,4,2,3,5,5,3,3,3,5,2,3,4,3,3,3,3,3,4,1,5,4,1,4,22,165,68,2,1,2,4,2,1,1,2
5,4,5,3,3,2,2,4,3,1,1,4,3,2,4,1,3,2,1,4,3,3,5,4,1,2,3,4,5,2,2,5,5,5,1,1,3,3,3,1,1,4,2,2,2,5,4,3,1,5,4,2,4,2,4,5,1,1,4,4,5,3,4,1,3,5,5,4,4,5,5,5,2,1,3,3,3,2,4,3,4,3,5,5,4,5,3,2,3,4,5,4,4,2,2,2,3,4,4,2,4,3,1,2,3,1,5,1,2,3,4,3,3,4,3,1,2,3,4,4,3,2,4,4,4,4,3,3,5,4,2,3,3,4,3,1,3,3,4,4,22,170,60,0,1,2,3,2,1,2,2
5,3,4,2,3,3,2,4,4,2,4,4,3,5,3,2,3,3,2,5,2,4,4,4,3,4,3,3,5,4,4,2,2,2,5,3,5,5,4,3,2,1,3,4,3,2,3,2,1,4,2,2,1,5,5,3,2,2,5,3,4,5,1,1,4,1,2,1,5,1,1,2,2,3,3,4,3,3,2,4,3,4,5,5,3,3,3,1,2,2,4,1,5,1,2,1,1,3,4,1,4,3,1,3,3,2,5,2,4,3,4,2,4,4,2,2,5,3,2,4,4,3,2,4,5,3,3,3,5,5,3,2,3,3,1,5,3,3,5,4,22,187,91,1,2,2,3,1,1,1,2
5,3,5,3,2,3,1,2,3,2,1,4,4,2,3,1,4,5,1,4,5,5,5,3,1,5,4,4,5,5,5,2,2,1,1,3,5,4,3,3,2,3,3,5,2,2,4,2,2,5,2,1,2,5,5,1,2,3,4,1,2,5,3,1,4,1,2,3,3,2,2,1,1,4,2,4,3,5,5,3,5,5,5,5,4,3,5,2,5,3,2,3,5,1,5,2,3,5,5,3,5,4,1,5,3,1,3,1,2,2,5,3,2,3,3,3,4,5,1,1,3,3,1,5,4,3,4,3,3,5,3,2,3,3,3,3,3,2,3,4,22,192,80,2,2,1,3,1,1,1,2
5,3,4,1,1,3,4,2,4,1,3,5,5,3,2,2,3,1,2,5,5,5,5,3,1,3,5,5,5,1,5,3,4,3,1,1,4,3,3,2,1,1,2,4,3,2,3,3,1,3,2,3,1,5,2,1,2,4,2,3,5,1,4,3,2,4,3,5,5,5,5,3,5,4,3,3,2,3,3,2,4,1,4,4,2,3,3,2,1,4,5,4,5,1,4,1,4,5,5,2,5,4,3,1,3,3,3,2,2,3,3,2,4,3,3,3,3,4,3,4,5,4,3,4,4,5,3,4,4,3,4,2,3,3,4,3,3,3,3,4,22,173,52,1,1,2,4,1,1,1,2
5,3,4,2,1,4,3,3,5,3,3,3,2,3,3,4,3,3,2,5,1,1,5,3,4,2,4,4,4,1,3,4,3,2,1,2,4,3,1,2,1,1,3,5,2,1,1,2,2,3,1,1,1,3,4,1,4,3,3,5,4,1,5,3,5,4,3,5,3,2,4,4,5,4,3,2,3,1,4,3,3,3,4,3,2,4,2,2,2,4,2,3,3,2,4,2,3,4,5,2,3,3,5,3,3,1,3,1,3,3,2,5,3,2,2,3,1,3,3,3,5,3,3,3,1,3,3,3,4,2,3,2,3,3,2,1,2,3,1,3,22,171,52,0,1,2,3,2,1,1,2
4,3,3,2,3,3,5,3,2,1,1,2,3,1,1,1,5,1,1,5,3,1,5,5,1,2,5,5,3,2,3,3,3,2,4,4,5,2,1,5,5,5,3,3,5,2,2,2,5,5,4,1,4,5,3,3,1,3,3,4,3,1,5,5,5,4,3,3,4,2,5,5,1,4,3,3,3,3,5,2,2,5,4,5,3,3,1,1,1,5,3,4,5,1,2,3,3,4,5,5,2,5,3,5,2,1,2,2,2,3,1,5,3,2,3,5,5,1,3,2,5,3,5,3,3,1,3,4,3,2,4,3,3,5,1,3,1,2,1,2,22,165,60,2,1,2,3,1,2,2,2
5,3,2,2,2,3,4,3,5,3,4,3,3,3,3,5,1,2,3,5,5,5,5,4,2,1,4,4,5,1,5,1,2,2,5,2,5,5,2,1,1,1,4,3,1,1,2,2,1,2,1,2,1,1,4,1,1,2,5,3,5,3,1,2,1,1,3,2,4,2,3,4,3,1,1,4,3,4,4,4,2,2,4,4,2,4,3,2,2,3,1,3,4,1,4,1,3,4,4,2,3,4,4,3,4,1,3,1,3,1,3,2,3,3,3,3,3,3,3,3,3,3,2,5,4,2,3,2,3,3,3,1,4,3,3,4,4,4,5,4,22,185,90,1,2,2,4,1,1,1,2
5,4,2,4,1,5,5,4,4,3,4,2,4,3,3,4,2,1,5,5,4,5,5,4,4,2,2,3,1,1,3,5,5,3,4,4,3,4,2,4,2,5,3,4,2,3,1,5,5,5,3,5,2,4,2,3,2,3,4,5,5,2,5,2,2,1,4,1,2,2,1,4,1,2,3,4,4,4,5,5,5,3,4,5,1,4,4,2,1,4,4,5,5,2,5,1,4,5,5,1,2,4,2,5,4,3,4,1,3,2,5,1,5,4,2,1,5,4,2,3,2,4,2,5,4,3,4,4,4,5,2,3,2,3,3,3,4,4,4,2,22,160,65,1,1,2,3,1,1,1,2
5,2,1,1,1,1,1,2,5,4,1,1,3,4,4,4,2,1,1,4,1,4,4,2,3,3,4,4,4,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,3,1,1,1,4,1,1,1,1,1,4,5,1,1,2,2,4,3,5,2,1,1,3,2,1,3,3,1,1,1,1,1,1,5,4,2,5,3,1,1,4,4,5,5,1,5,1,2,5,5,1,5,3,3,4,2,4,3,1,2,3,5,3,2,2,1,4,4,4,4,1,3,5,4,4,4,4,3,5,5,1,2,3,2,3,1,1,4,1,1,4,22,160,65,1,1,2,5,1,1,2,2
5,4,4,3,1,5,3,5,3,1,1,2,2,1,1,1,3,1,4,5,4,5,5,3,5,3,5,5,5,1,5,3,1,2,2,1,5,2,1,5,3,5,2,2,5,2,4,1,2,1,2,1,1,5,4,4,5,3,5,1,5,1,5,1,2,1,3,1,3,3,1,5,3,4,3,3,4,1,1,2,5,3,5,5,3,5,5,2,2,5,5,3,4,1,5,3,2,2,2,3,5,5,2,4,4,1,4,2,2,2,3,3,4,3,4,1,5,5,4,5,5,4,2,4,5,3,4,1,1,3,3,1,3,1,2,3,3,5,5,5,22,178,82,1,2,2,4,1,2,2,2
5,5,3,1,1,1,1,3,2,1,4,5,5,1,2,3,1,1,1,5,3,3,5,1,2,2,1,1,4,2,5,5,3,5,5,4,5,5,5,4,4,2,5,2,4,4,5,1,4,2,1,1,1,5,5,1,1,1,4,2,5,4,5,2,1,1,2,1,1,1,1,3,4,4,1,3,5,4,1,2,2,1,4,5,2,5,4,1,2,1,5,1,3,3,3,1,5,5,5,1,4,5,2,1,3,1,2,1,2,1,3,3,2,2,2,5,5,5,4,3,5,5,1,5,3,4,4,2,1,3,5,1,3,5,1,5,4,3,5,3,22,188,80,2,2,2,3,1,1,1,2
5,4,3,1,1,1,1,2,4,2,4,5,5,1,1,3,1,1,1,5,5,5,5,2,2,3,3,3,5,3,5,4,1,5,1,1,5,4,3,1,1,3,5,5,1,3,4,1,5,1,1,1,1,5,5,1,1,1,3,1,5,5,5,1,1,1,1,1,1,1,5,2,1,4,1,3,5,1,1,1,2,1,2,2,1,5,5,2,4,3,5,3,5,1,5,1,1,5,5,2,5,5,3,1,3,2,5,3,1,3,5,3,3,5,5,5,5,5,4,5,1,1,2,5,5,4,4,1,5,5,3,1,3,1,2,5,5,5,5,4,22,189,78,2,2,1,3,1,1,1,2
5,4,4,3,3,3,2,3,4,1,4,2,3,2,4,2,5,3,2,3,1,4,4,5,1,3,3,3,2,2,1,2,3,1,1,1,4,4,4,2,1,1,5,5,2,2,3,2,3,5,1,1,1,4,1,1,3,5,3,2,2,2,1,1,2,3,5,4,4,5,3,5,1,4,3,3,4,1,3,1,3,3,3,4,5,5,5,1,2,5,1,5,5,5,5,5,5,2,5,2,4,4,3,5,4,3,4,1,2,2,4,5,4,5,4,5,5,5,2,5,5,5,5,4,3,3,3,3,4,3,5,1,3,3,5,4,3,5,2,4,22,172,50,1,1,2,3,1,1,2,2
5,5,5,1,1,1,1,4,3,1,3,4,4,2,5,4,1,4,1,5,5,5,5,3,4,3,5,5,3,3,5,3,2,2,3,2,5,5,3,1,1,2,4,4,3,2,3,1,3,5,3,1,1,3,3,1,3,2,5,2,5,3,1,2,2,2,2,1,1,1,4,1,3,4,1,5,4,3,1,1,5,5,5,5,1,3,5,1,2,5,4,3,5,3,5,2,5,5,4,4,3,5,1,5,4,3,5,2,4,5,5,3,4,4,2,1,4,4,2,4,3,3,1,4,4,2,3,4,3,4,2,4,4,4,2,3,4,3,5,5,22,195,83,2,2,2,3,2,1,1,2
5,4,4,4,1,5,1,1,2,4,1,1,1,4,4,4,1,5,4,5,1,4,3,2,4,4,3,2,5,5,2,5,5,2,1,4,4,5,1,3,1,5,4,4,5,1,2,5,3,4,1,4,5,1,2,1,1,1,4,3,5,1,1,1,1,1,1,1,1,1,3,3,2,3,3,3,1,5,5,4,5,2,5,5,2,5,2,2,1,3,1,1,4,2,4,2,2,1,4,3,1,5,2,3,4,2,2,2,2,4,4,2,4,2,2,4,3,5,1,3,2,5,2,5,4,3,4,1,2,5,4,4,3,3,1,1,4,2,3,5,22,190,65,1,2,2,4,1,1,1,2
